,class,sha256,api_1,api_2,api_3,api_4,api_5,api_6,api_7,api_8,api_9,api_10,api_11,api_12,api_13,api_14,api_15,api_16,api_17,api_18,api_19,api_20,api_21,api_22,api_23,api_24,api_25,api_26,api_27,api_28,api_29,api_30,api_31,api_32,api_33,api_34,api_35,api_36,api_37,api_38,api_39,api_40,api_41,api_42,api_43,api_44,api_45,api_46,api_47,api_48,api_49,api_50,api_51,api_52,api_53,api_54,api_55,api_56,api_57,api_58,api_59,api_60,api_61,api_62,api_63,api_64,api_65,api_66,api_67,api_68,api_69,api_70,api_71,api_72,api_73,api_74,api_75,api_76,api_77,api_78,api_79,api_80,api_81,api_82,api_83,api_84,api_85,api_86,api_87,api_88,api_89,api_90,api_91,api_92,api_93,api_94,api_95,api_96,api_97,api_98,api_99,api_100,api_101,api_102,api_103,api_104,api_105
800,trojan,8d7a21169e2aa836c1e9963ab77ee628906621efd7181e0733fa3ccc60944e17,lstrcpyW,GetThreadLocale,lstrcmpiW,GlobalAlloc,GlobalLock,GlobalUnlock,GlobalReAlloc,RegisterClipboardFormatW,GetVersion,VirtualAllocEx,GetStartupInfoA,LockResource,GetCommandLineA,GetModuleFileNameA,IsBadReadPtr,IsBadWritePtr,ResetEvent,GetActiveWindow,FindWindowA,GetFocus,SetEvent,WriteFile,VirtualFreeEx,FindResourceExW,LoadBitmapA,VirtualAllocEx,SleepEx,Sleep,SendMessageA,LocalAlloc,GlobalAlloc,GetPrivateProfileStringW,GlobalFree,CharLowerBuffW,IsBadStringPtrW,lstrcpyW,GetThreadLocale,lstrcmpW,LocalAlloc,IsBadReadPtr,IsBadCodePtr,FindResourceExW,LoadResource,LoadStringW,lstrcpyW,LoadLibraryExW,VirtualAllocEx,VirtualProtectEx,VirtualFreeEx,GetCommandLineA,GetStartupInfoA,LockResource,GetModuleFileNameA,IsBadWritePtr,RegisterClipboardFormatW,SystemParametersInfoW,GetSystemMetrics,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,LoadLibraryExW,LoadLibraryW,LoadCursorW,RegisterClassW,CreateSemaphoreW,CreateSemaphoreA,GlobalAddAtomW,lstrcpynW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,LoadLibraryExW,GetSystemMetrics,RegisterClipboardFormatW,SystemParametersInfoW,GetDC,GetDeviceCaps,ReleaseDC,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,GetSystemMetrics,LoadCursorW,RegisterClassW,RegisterClassExW,LoadLibraryExW,LoadLibraryW,GetSysColor,RegisterClipboardFormatA,RegisterClipboardFormatW,GetSystemDirectoryA,IsDBCSLeadByte,,,,,,,,,,
801,packed,e58d1642eb152d9edcca97d32ca5191db37816a414978dbd5c5e5e6388c78307,GetCommandLineA,GetStartupInfoA,LockResource,GetModuleFileNameA,IsBadWritePtr,RegisterClipboardFormatW,SystemParametersInfoW,GetSystemMetrics,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,LoadLibraryExW,LoadLibraryW,LoadCursorW,RegisterClassW,GetVersion,CreateEventA,LocalAlloc,CreateSemaphoreW,CreateSemaphoreA,RegisterClipboardFormatA,GetSystemDirectoryA,IsDBCSLeadByte,FindResourceExW,LoadResource,LoadStringW,LoadLibraryW,LoadLibraryExW,GlobalAddAtomW,lstrcpynW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,GetSystemMetrics,RegisterClipboardFormatW,SystemParametersInfoW,GetDC,GetDeviceCaps,ReleaseDC,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,GetSystemMetrics,LoadCursorW,RegisterClassW,RegisterClassExW,LoadLibraryExW,LoadLibraryW,RegisterClipboardFormatW,LoadStringW,FindResourceExW,LoadResource,GetProcessWindowStation,GetUserObjectInformationW,lstrcpyW,CharPrevW,lstrcpynW,GetSystemDirectoryW,CreateMutexW,lstrcatW,CharLowerBuffW,CharLowerW,GetFullPathNameW,lstrcpyW,VirtualProtectEx,GetPriorityClass,LoadLibraryExW,VirtualAllocEx,WaitForSingleObjectEx,WaitForSingleObject,GetModuleFileNameA,CreateFileW,CreateFileA,SetFilePointer,ReadFile,VirtualProtectEx,LoadLibraryExW,LocalAlloc,CreateEventA,DeviceIoControl,CreateFileW,DuplicateHandle,CreateRemoteThread,CreateThread,SetEvent,LoadLibraryW,LoadLibraryExW,GetSystemTime,SystemTimeToFileTime,LocalAlloc,VirtualProtectEx,RaiseException,WaitForSingleObject,WaitForSingleObjectEx,OpenFileMappingA,ReleaseMutex,OutputDebugStringA,DeviceIoControl,WaitForMultipleObjectsEx,,,
802,packed,823c5c6b1cdaf42bd82090dd6ba6d86de21837406765c5019a63b4095c071bfb,GetCommandLineA,GetStartupInfoA,LockResource,GetModuleFileNameA,IsBadWritePtr,RegisterClipboardFormatW,SystemParametersInfoW,GetSystemMetrics,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,LoadLibraryExW,LoadLibraryW,LoadCursorW,RegisterClassW,CreateSemaphoreW,CreateSemaphoreA,GlobalAddAtomW,lstrcpynW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,LoadLibraryExW,GetSystemMetrics,RegisterClipboardFormatW,SystemParametersInfoW,GetDC,GetDeviceCaps,ReleaseDC,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,GetSystemMetrics,LoadCursorW,RegisterClassW,RegisterClassExW,LoadLibraryExW,LoadLibraryW,GetSysColor,RegisterClipboardFormatA,RegisterClipboardFormatW,GetSystemDirectoryA,IsDBCSLeadByte,GetWindowsDirectoryA,LoadIconW,LoadIconA,LoadCursorW,LoadCursorA,GetStockObject,CreateWindowExA,RegisterClassExA,LoadLibraryExW,GetWindowsDirectoryA,lstrcatA,VirtualAllocEx,CreateFileW,CreateFileA,LocalAlloc,CreateEventA,DeviceIoControl,DuplicateHandle,CreateRemoteThread,CreateThread,SetEvent,LoadLibraryW,LoadLibraryExW,GetSystemTime,SystemTimeToFileTime,LocalAlloc,RaiseException,WaitForSingleObjectEx,WaitForSingleObject,OpenFileMappingA,ReleaseMutex,OutputDebugStringA,LoadLibraryExW,DeviceIoControl,WaitForMultipleObjectsEx,GetOverlappedResult,GetThreadLocale,lstrcmpiW,GlobalAlloc,GlobalFree,FindResourceExW,LoadResource,LoadStringW,lstrcpyW,lstrcatW,GetThreadLocale,lstrcmpiW,lstrcpynW,LoadLibraryExW,VirtualAllocEx,,,,,,,,,
803,packed,7a66324bedd3981b2369e6b8d1a44872254b65e33d46465336ff87024bc5afb4,VirtualAllocEx,GetWindowsDirectoryA,lstrcatA,CreateFileW,CreateFileA,LoadLibraryExW,LocalAlloc,CreateSemaphoreW,CreateSemaphoreA,GlobalAddAtomW,lstrcpynW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,LoadLibraryExW,GetSystemMetrics,RegisterClipboardFormatW,SystemParametersInfoW,GetDC,GetDeviceCaps,ReleaseDC,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,GetSystemMetrics,LoadCursorW,RegisterClassW,RegisterClassExW,LoadLibraryExW,LoadLibraryW,LocalAlloc,CreateEventA,CreateFileW,DeviceIoControl,DuplicateHandle,CreateRemoteThread,CreateThread,SetEvent,LoadLibraryW,LoadLibraryExW,GetSystemTime,SystemTimeToFileTime,LocalAlloc,RaiseException,WaitForSingleObjectEx,WaitForSingleObject,OpenFileMappingA,ReleaseMutex,OutputDebugStringA,LoadLibraryExW,DeviceIoControl,WaitForMultipleObjectsEx,GetOverlappedResult,GetThreadLocale,lstrcmpiW,GlobalAlloc,GlobalFree,FindResourceExW,LoadResource,LoadStringW,lstrcpyW,lstrcatW,GetThreadLocale,lstrcmpiW,lstrcpynW,LoadLibraryExW,VirtualAllocEx,VirtualQueryEx,DeviceIoControl,CoCreateGuid,RegisterClassW,GetWindowDC,GetDeviceCaps,ReleaseDC,LoadLibraryExW,IsDebuggerPresent,LoadLibraryW,GetProcessWindowStation,GetUserObjectInformationW,GetSystemMetrics,FreeLibrary,CreateFontIndirectW,IsBadStringPtrW,MapViewOfFileEx,IsBadReadPtr,CharNextW,IsBadWritePtr,GetWindowDC,ReleaseDC,MulDiv,CreatePatternBrush,GetSystemMetrics,LoadLibraryExW,FreeLibrary,,,,,,,,,
804,packed,b1b9a9fa14c13bad7eb1b3c029c6e24ee6cb31b355ec9ac1234674ac56b09a6f,LoadLibraryExW,GetWindowsDirectoryA,lstrcatA,VirtualAllocEx,CreateFileW,CreateFileA,LocalAlloc,CreateSemaphoreW,CreateSemaphoreA,LoadLibraryExW,GlobalAddAtomW,lstrcpynW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,GetSystemMetrics,RegisterClipboardFormatW,SystemParametersInfoW,GetDC,GetDeviceCaps,ReleaseDC,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,GetSystemMetrics,LoadCursorW,RegisterClassW,RegisterClassExW,LoadLibraryExW,LoadLibraryW,GetCommandLineA,GetStartupInfoA,LockResource,GetModuleFileNameA,IsBadWritePtr,RegisterClipboardFormatW,SystemParametersInfoW,GetSystemMetrics,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,LoadLibraryW,LoadLibraryExW,LoadCursorW,RegisterClassW,CreateEventA,CreateFileW,DeviceIoControl,DuplicateHandle,CreateRemoteThread,CreateThread,SetEvent,LocalAlloc,LoadLibraryW,LoadLibraryExW,GetSystemTime,SystemTimeToFileTime,RaiseException,WaitForSingleObjectEx,WaitForSingleObject,OpenFileMappingA,ReleaseMutex,OutputDebugStringA,LoadLibraryExW,DeviceIoControl,WaitForMultipleObjectsEx,GetOverlappedResult,GetThreadLocale,lstrcmpiW,GlobalAlloc,GlobalFree,FindResourceExW,LoadResource,LoadStringW,lstrcpyW,lstrcatW,GetThreadLocale,lstrcmpiW,lstrcpynW,LoadLibraryExW,VirtualAllocEx,VirtualQueryEx,DeviceIoControl,,,,,,,,,,,,,,,,,,,
805,trojan,36483692a5985032f46908fac5855b8a6aabbb7d155d0194820552c269bbce9a,GetProcessWindowStation,GetThreadDesktop,GetUserObjectInformationW,lstrcpyW,lstrcatW,LoadLibraryExW,LoadLibraryW,DuplicateHandle,DeviceIoControl,LocalAlloc,FindResourceExW,LoadResource,LoadStringW,lstrcatW,CoCreateGuid,RegisterClassW,LoadLibraryExW,GetWindowDC,GetDeviceCaps,ReleaseDC,IsDebuggerPresent,LoadLibraryW,GetProcessWindowStation,GetUserObjectInformationW,FreeLibrary,GetSystemMetrics,CreateFontIndirectW,IsBadStringPtrW,MapViewOfFileEx,IsBadReadPtr,CharNextW,IsBadWritePtr,GetWindowDC,ReleaseDC,MulDiv,CreatePatternBrush,GetSystemMetrics,LoadLibraryExW,FreeLibrary,GetSystemDirectoryA,lstrlenA,lstrcpynA,GetKeyboardLayout,RegisterClipboardFormatA,GetThreadDesktop,LocalAlloc,GetUserObjectInformationW,GetUserObjectInformationA,CreateFileMappingW,CreateFileMappingA,MapViewOfFileEx,GetModuleFileNameA,GetFullPathNameA,LoadCursorW,LoadCursorA,RegisterClassExA,CreateMutexW,CreateMutexA,GetSystemDefaultLCID,GetThreadLocale,CompareStringA,lstrcmpA,GetSystemMetrics,LocalAlloc,GetSystemDirectoryA,lstrlenA,lstrcpynA,GetLocaleInfoW,GetLocaleInfoA,IsValidCodePage,LoadLibraryExW,CreateMutexA,CreateMutexW,OpenFileMappingA,MapViewOfFileEx,WaitForSingleObjectEx,WaitForSingleObject,ReleaseMutex,SetWindowsHookExA,CallNextHookEx,IsWindow,GetPropW,DefWindowProcW,GetWindowLongW,GetClassLongW,SetPropW,CreateWindowExW,CoCreateGuid,CoInitializeEx,CoInitialize,FindAtomW,VirtualProtectEx,,,,,,,,,,,,,
806,packed,1ff93a9f669057cc28287a2c0c9dbdea0b5699dd2174652384057bc9518f30f2,DosDateTimeToFileTime,VirtualAllocEx,GetWindowsDirectoryA,GetWindowsDirectoryW,lstrcatW,CreateFileW,LoadLibraryExW,LocalAlloc,CreateSemaphoreW,CreateSemaphoreA,GlobalAddAtomW,lstrcpynW,SearchPathW,CreateFileMappingW,MapViewOfFileEx,LoadLibraryExW,GetSystemMetrics,RegisterClipboardFormatW,SystemParametersInfoW,GetDC,GetDeviceCaps,ReleaseDC,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,GetSystemMetrics,LoadCursorW,RegisterClassW,RegisterClassExW,LoadLibraryExW,LoadLibraryW,GetCommandLineA,GetStartupInfoA,LockResource,GetModuleFileNameA,IsBadWritePtr,RegisterClipboardFormatW,SystemParametersInfoW,GetSystemMetrics,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,LoadLibraryW,LoadLibraryExW,LoadCursorW,RegisterClassW,CreateEventA,CreateFileW,DeviceIoControl,DuplicateHandle,CreateRemoteThread,CreateThread,SetEvent,LocalAlloc,LoadLibraryW,LoadLibraryExW,GetSystemTime,SystemTimeToFileTime,RaiseException,WaitForSingleObjectEx,WaitForSingleObject,OpenFileMappingA,ReleaseMutex,OutputDebugStringA,LoadLibraryExW,DeviceIoControl,WaitForMultipleObjectsEx,GetOverlappedResult,GetThreadLocale,lstrcmpiW,GlobalAlloc,GlobalFree,FindResourceExW,LoadResource,LoadStringW,lstrcpyW,lstrcatW,GetThreadLocale,lstrcmpiW,lstrcpynW,LoadLibraryExW,VirtualAllocEx,,,,,,,,,,,,,,,,,,,,,
807,trojan,431e90935d37e535b48865aa65954212a45e39087b0a99c5c9aa864adad1a468,GetSystemDirectoryA,IsDBCSLeadByte,lstrcpyW,GetThreadLocale,lstrcmpiW,GlobalAlloc,GlobalLock,GlobalUnlock,GlobalReAlloc,RegisterClipboardFormatW,LocalAlloc,CreateSemaphoreW,CreateSemaphoreA,GlobalAddAtomW,lstrcpynW,LoadLibraryExW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,GetSystemMetrics,RegisterClipboardFormatW,SystemParametersInfoW,GetDC,GetDeviceCaps,ReleaseDC,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,GetSystemMetrics,LoadCursorW,RegisterClassW,RegisterClassExW,LoadLibraryExW,LoadLibraryW,GetCommandLineA,GetStartupInfoA,LockResource,GetModuleFileNameA,IsBadWritePtr,RegisterClipboardFormatW,SystemParametersInfoW,GetSystemMetrics,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,LoadLibraryW,LoadLibraryExW,LoadCursorW,RegisterClassW,FindResourceExW,LoadResource,LoadStringW,GetProcessWindowStation,GetUserObjectInformationW,lstrcpyW,CharPrevW,lstrcpynW,GetSystemDirectoryW,CreateMutexW,lstrcatW,CharLowerBuffW,CharLowerW,GetFullPathNameW,lstrcpyW,OpenSemaphoreW,WaitForSingleObjectEx,WaitForSingleObject,ReleaseSemaphore,LoadLibraryW,LoadLibraryExW,ReleaseMutex,lstrlenA,RaiseException,SuspendThread,ResetEvent,LocalSize,GlobalFree,GetCommandLineA,VirtualAllocEx,GetModuleFileNameA,CreateFileW,CreateFileA,SetFilePointer,ReadFile,VirtualProtectEx,LoadLibraryExW,GetSystemMetrics,GetSysColor,RegisterClipboardFormatA,RegisterClipboardFormatW,GetProcessVersion,GlobalMemoryStatus,VirtualAllocEx,VirtualProtectEx,VirtualFreeEx,LoadLibraryExW,,,,,,
808,trojan,804e1513ce12c58f88a8f686a69ea2a653567da536a6700b133a1fcea2507234,LocalAlloc,CreateSemaphoreW,CreateSemaphoreA,lstrcatW,DeviceIoControl,CoCreateGuid,RegisterClassW,GetWindowDC,GetDeviceCaps,ReleaseDC,LoadLibraryExW,IsDebuggerPresent,LoadLibraryW,GetProcessWindowStation,GetUserObjectInformationW,FreeLibrary,GetSystemMetrics,CreateFontIndirectW,IsBadStringPtrW,MapViewOfFileEx,IsBadReadPtr,CharNextW,IsBadWritePtr,GetWindowDC,ReleaseDC,MulDiv,CreatePatternBrush,GetSystemMetrics,LoadLibraryExW,FreeLibrary,GetSystemDirectoryA,lstrlenA,lstrcpynA,GetKeyboardLayout,RegisterClipboardFormatA,GetThreadDesktop,LocalAlloc,GetUserObjectInformationW,GetUserObjectInformationA,CreateFileMappingW,CreateFileMappingA,MapViewOfFileEx,GetModuleFileNameA,GetFullPathNameA,LoadCursorW,LoadCursorA,RegisterClassExA,CreateMutexW,CreateMutexA,GetSystemDefaultLCID,GetThreadLocale,CompareStringA,lstrcmpA,GetSystemMetrics,LocalAlloc,GetSystemDirectoryA,lstrlenA,lstrcpynA,GetLocaleInfoW,GetLocaleInfoA,IsValidCodePage,LoadLibraryExW,CreateMutexA,CreateMutexW,OpenFileMappingA,MapViewOfFileEx,WaitForSingleObjectEx,WaitForSingleObject,ReleaseMutex,SetWindowsHookExA,CallNextHookEx,IsWindow,GetPropW,DefWindowProcW,GetWindowLongW,GetClassLongW,SetPropW,CreateWindowExW,CoCreateGuid,CoInitializeEx,CoInitialize,IsDBCSLeadByte,GetPrivateProfileStringW,GetPrivateProfileIntW,GetProfileIntW,,,,,,,,,,,,,,,,,,,,
809,trojan,470abad3601a7e1fdc7fea069c066f1cf5c1aef8e6d67fb6e20d44855868ab34,LocalAlloc,CreateSemaphoreW,CreateSemaphoreA,GetModuleFileNameA,GetStartupInfoA,LoadLibraryExW,IsBadWritePtr,LoadLibraryW,DuplicateHandle,GetComputerNameW,CreateIoCompletionPort,CreateFileW,SetNamedPipeHandleState,TransactNamedPipe,LocalAlloc,IsBadWritePtr,FreeEnvironmentStringsA,VirtualAllocEx,VirtualProtectEx,LoadLibraryExW,GlobalAddAtomW,lstrcpynW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,GetSystemMetrics,RegisterClipboardFormatW,SystemParametersInfoW,GetDC,GetDeviceCaps,ReleaseDC,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,GetSystemMetrics,LoadCursorW,RegisterClassW,RegisterClassExW,LoadLibraryExW,GetProcessVersion,RegisterClipboardFormatA,GetSystemDirectoryA,IsDBCSLeadByte,LoadLibraryW,CreateMutexW,CreateMutexA,CoTaskMemAlloc,CompareStringA,LocalAlloc,LoadLibraryExW,CreateEventA,CreateFileW,DeviceIoControl,DuplicateHandle,CreateRemoteThread,CreateThread,SetEvent,LocalAlloc,LoadLibraryW,LoadLibraryExW,GetSystemTime,SystemTimeToFileTime,RaiseException,WaitForSingleObjectEx,WaitForSingleObject,OpenFileMappingA,ReleaseMutex,OutputDebugStringA,LoadLibraryExW,DeviceIoControl,VirtualFreeEx,WaitForMultipleObjectsEx,GetOverlappedResult,VirtualProtectEx,VirtualAllocEx,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,packed,3d6a9abcdcef4c2d379be5f6825532784bf9676480b20f44d8e9deebeb43010e,GetWindowsDirectoryW,LoadLibraryExW,GetWindowsDirectoryA,lstrcatA,VirtualAllocEx,CreateFileW,CreateFileA,LocalAlloc,CreateSemaphoreW,CreateSemaphoreA,LoadLibraryExW,GlobalAddAtomW,lstrcpynW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,GetSystemMetrics,RegisterClipboardFormatW,SystemParametersInfoW,GetDC,GetDeviceCaps,ReleaseDC,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,GetSystemMetrics,LoadCursorW,RegisterClassW,RegisterClassExW,LoadLibraryExW,LoadLibraryW,GetCommandLineA,GetStartupInfoA,LockResource,GetModuleFileNameA,IsBadWritePtr,RegisterClipboardFormatW,SystemParametersInfoW,GetSystemMetrics,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,LoadLibraryW,LoadLibraryExW,LoadCursorW,RegisterClassW,CreateEventA,CreateFileW,DeviceIoControl,DuplicateHandle,CreateRemoteThread,CreateThread,SetEvent,LocalAlloc,LoadLibraryW,LoadLibraryExW,GetSystemTime,SystemTimeToFileTime,RaiseException,WaitForSingleObjectEx,WaitForSingleObject,OpenFileMappingA,ReleaseMutex,OutputDebugStringA,LoadLibraryExW,DeviceIoControl,WaitForMultipleObjectsEx,GetOverlappedResult,GetThreadLocale,lstrcmpiW,GlobalAlloc,GlobalFree,FindResourceExW,LoadResource,LoadStringW,lstrcpyW,lstrcatW,GetThreadLocale,lstrcmpiW,lstrcpynW,LoadLibraryExW,VirtualAllocEx,VirtualQueryEx,DeviceIoControl,CoCreateGuid,RegisterClassW,GetWindowDC,GetDeviceCaps,ReleaseDC,LoadLibraryExW,IsDebuggerPresent,LoadLibraryW,GetProcessWindowStation,GetUserObjectInformationW,,,,,,,,
811,trojan,b39673df3f333f3e50ae0fd014f5c779d496f5f46c2145f5779be926d9349f93,GetProcessWindowStation,GetThreadDesktop,GetUserObjectInformationW,lstrcpyW,lstrcatW,LoadLibraryExW,LoadLibraryW,DuplicateHandle,DeviceIoControl,LocalAlloc,FindResourceExW,LoadResource,LoadStringW,lstrcatW,CoCreateGuid,RegisterClassW,LoadLibraryExW,GetWindowDC,GetDeviceCaps,ReleaseDC,IsDebuggerPresent,LoadLibraryW,GetProcessWindowStation,GetUserObjectInformationW,FreeLibrary,GetSystemMetrics,CreateFontIndirectW,IsBadStringPtrW,MapViewOfFileEx,IsBadReadPtr,CharNextW,IsBadWritePtr,GetWindowDC,ReleaseDC,MulDiv,CreatePatternBrush,GetSystemMetrics,LoadLibraryExW,FreeLibrary,GetSystemDirectoryA,lstrlenA,lstrcpynA,GetKeyboardLayout,RegisterClipboardFormatA,GetThreadDesktop,LocalAlloc,GetUserObjectInformationW,GetUserObjectInformationA,CreateFileMappingW,CreateFileMappingA,MapViewOfFileEx,GetModuleFileNameA,GetFullPathNameA,LoadCursorW,LoadCursorA,RegisterClassExA,CreateMutexW,CreateMutexA,GetSystemDefaultLCID,GetThreadLocale,CompareStringA,lstrcmpA,GetSystemMetrics,LocalAlloc,GetSystemDirectoryA,lstrlenA,lstrcpynA,GetLocaleInfoW,GetLocaleInfoA,IsValidCodePage,LoadLibraryExW,CreateMutexA,CreateMutexW,OpenFileMappingA,MapViewOfFileEx,WaitForSingleObjectEx,WaitForSingleObject,ReleaseMutex,SetWindowsHookExA,CallNextHookEx,IsWindow,GetPropW,DefWindowProcW,GetWindowLongW,GetClassLongW,SetPropW,CreateWindowExW,CoCreateGuid,CoInitializeEx,CoInitialize,FindAtomA,VirtualProtectEx,VirtualAllocEx,CoGetCurrentProcess,,,,,,,,,,,
812,notdetected,60e64abff2e29b6a9ce4fa48df98b23a87cac223f80c5c7cdbad10e006296b24,lstrcatW,DeviceIoControl,CoCreateGuid,RegisterClassW,GetWindowDC,GetDeviceCaps,ReleaseDC,LoadLibraryExW,IsDebuggerPresent,LoadLibraryW,GetProcessWindowStation,GetUserObjectInformationW,FreeLibrary,GetSystemMetrics,CreateFontIndirectW,IsBadStringPtrW,MapViewOfFileEx,IsBadReadPtr,CharNextW,IsBadWritePtr,GetWindowDC,ReleaseDC,MulDiv,CreatePatternBrush,GetSystemMetrics,LoadLibraryExW,FreeLibrary,GetSystemDirectoryA,lstrlenA,lstrcpynA,GetKeyboardLayout,RegisterClipboardFormatA,GetThreadDesktop,LocalAlloc,GetUserObjectInformationW,GetUserObjectInformationA,CreateFileMappingW,CreateFileMappingA,MapViewOfFileEx,GetModuleFileNameA,GetFullPathNameA,LoadCursorW,LoadCursorA,RegisterClassExA,CreateMutexW,CreateMutexA,GetSystemDefaultLCID,GetThreadLocale,CompareStringA,lstrcmpA,GetSystemMetrics,LocalAlloc,GetSystemDirectoryA,lstrlenA,lstrcpynA,GetLocaleInfoW,GetLocaleInfoA,IsValidCodePage,LoadLibraryExW,CreateMutexA,CreateMutexW,OpenFileMappingA,MapViewOfFileEx,WaitForSingleObjectEx,WaitForSingleObject,ReleaseMutex,SetWindowsHookExA,CallNextHookEx,IsWindow,GetPropW,DefWindowProcW,GetWindowLongW,GetClassLongW,SetPropW,CreateWindowExW,CoCreateGuid,CoInitializeEx,IsDBCSLeadByte,GetPrivateProfileStringA,GetPrivateProfileIntA,GetProfileIntA,CoInitialize,,,,,,,,,,,,,,,,,,,,,,,
813,packed,5fcd7ec0a77cfd599d7cf9b081ab6eb534930341f8985950fa00772f6532bdd9,VirtualAllocEx,GetWindowsDirectoryA,lstrcatA,CreateFileW,CreateFileA,LoadLibraryExW,LocalAlloc,CreateSemaphoreW,CreateSemaphoreA,GlobalAddAtomW,lstrcpynW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,LoadLibraryExW,GetSystemMetrics,RegisterClipboardFormatW,SystemParametersInfoW,GetDC,GetDeviceCaps,ReleaseDC,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,GetSystemMetrics,LoadCursorW,RegisterClassW,RegisterClassExW,LoadLibraryExW,LoadLibraryW,LocalAlloc,CreateEventA,CreateFileW,DeviceIoControl,DuplicateHandle,CreateRemoteThread,CreateThread,SetEvent,LoadLibraryW,LoadLibraryExW,GetSystemTime,SystemTimeToFileTime,LocalAlloc,RaiseException,WaitForSingleObjectEx,WaitForSingleObject,OpenFileMappingA,ReleaseMutex,OutputDebugStringA,LoadLibraryExW,DeviceIoControl,WaitForMultipleObjectsEx,GetOverlappedResult,GetThreadLocale,lstrcmpiW,GlobalAlloc,GlobalFree,FindResourceExW,LoadResource,LoadStringW,lstrcpyW,lstrcatW,GetThreadLocale,lstrcmpiW,lstrcpynW,LoadLibraryExW,VirtualAllocEx,VirtualQueryEx,DeviceIoControl,CoCreateGuid,RegisterClassW,GetWindowDC,GetDeviceCaps,ReleaseDC,LoadLibraryExW,IsDebuggerPresent,LoadLibraryW,GetProcessWindowStation,GetUserObjectInformationW,GetSystemMetrics,FreeLibrary,CreateFontIndirectW,IsBadStringPtrW,MapViewOfFileEx,IsBadReadPtr,CharNextW,IsBadWritePtr,GetWindowDC,ReleaseDC,MulDiv,,,,,,,,,,,,,
814,packed,ba761bfe8a83704c76d93a759905fc6a78821111364e9a60627b139b1817fd2d,VirtualAllocEx,GetWindowsDirectoryA,lstrcatA,CreateFileW,CreateFileA,LoadLibraryExW,LocalAlloc,CreateSemaphoreW,CreateSemaphoreA,GlobalAddAtomW,lstrcpynW,SearchPathW,CreateFileW,CreateFileMappingW,MapViewOfFileEx,LoadLibraryExW,GetSystemMetrics,RegisterClipboardFormatW,SystemParametersInfoW,GetDC,GetDeviceCaps,ReleaseDC,LocalAlloc,GetSysColor,GetSysColorBrush,GetStockObject,GetSystemMetrics,LoadCursorW,RegisterClassW,RegisterClassExW,LoadLibraryExW,LoadLibraryW,LocalAlloc,CreateEventA,CreateFileW,DeviceIoControl,DuplicateHandle,CreateRemoteThread,CreateThread,SetEvent,LoadLibraryW,LoadLibraryExW,GetSystemTime,SystemTimeToFileTime,LocalAlloc,RaiseException,WaitForSingleObjectEx,WaitForSingleObject,OpenFileMappingA,ReleaseMutex,OutputDebugStringA,LoadLibraryExW,DeviceIoControl,WaitForMultipleObjectsEx,GetOverlappedResult,GetThreadLocale,lstrcmpiW,GlobalAlloc,GlobalFree,FindResourceExW,LoadResource,LoadStringW,lstrcpyW,lstrcatW,GetThreadLocale,lstrcmpiW,lstrcpynW,LoadLibraryExW,VirtualAllocEx,VirtualQueryEx,DeviceIoControl,CoCreateGuid,RegisterClassW,GetWindowDC,GetDeviceCaps,ReleaseDC,LoadLibraryExW,IsDebuggerPresent,LoadLibraryW,GetProcessWindowStation,GetUserObjectInformationW,GetSystemMetrics,FreeLibrary,CreateFontIndirectW,,,,,,,,,,,,,,,,,,,,,
